date,sales,onpromotion
2014-03-27,387303.398304,0
2014-03-28,438422.242947,0
2014-03-29,768571.682686,0
2014-03-30,821607.7606415,0
2014-03-31,567018.509461,0
2014-04-01,402135.187001,8
2014-04-02,380073.454107,4
2014-04-03,286042.975418,120
2014-04-04,344919.745073,5
2014-04-05,543654.163045,7
2014-04-06,588761.250898,7
2014-04-07,346378.1040178,3
2014-04-08,265822.272105,8
2014-04-09,283933.53301199997,4
2014-04-10,255252.7571255,119
2014-04-11,287233.845927,14
2014-04-12,451883.913964,10
2014-04-13,479216.281942,16
2014-04-14,285304.866033,8
2014-04-15,248627.381991,45
2014-04-16,310668.084985,45
2014-04-17,303973.842904,455
2014-04-18,332074.885115,37
2014-04-19,423901.031136,36
2014-04-20,426020.5520386,56
2014-04-21,305776.396998,28
2014-04-22,279197.239018,49
2014-04-23,279313.595049,58
2014-04-24,238107.477858,460
2014-04-25,281249.648433,22
2014-04-26,413872.920036,39
2014-04-27,499719.270995,52
2014-04-28,269608.1829815,65
2014-04-29,232490.348031,73
2014-04-30,272566.964912,86
2014-05-01,445331.848064,547
2014-05-02,356225.891212,215
2014-05-03,560941.318971,72
2014-05-04,604881.863883,58
2014-05-05,356868.704071,67
2014-05-06,302318.321086,83
2014-05-07,302611.224945,71
2014-05-08,241061.713217,472
2014-05-09,289960.196055,218
2014-05-10,516916.188997,61
2014-05-11,385424.928937,59
2014-05-12,329184.889006,61
2014-05-13,259626.522978,65
2014-05-14,273125.806985,151
2014-05-15,261013.8296378,534
2014-05-16,276226.595652,1185
2014-05-17,460628.964019,129
2014-05-18,586623.7368283,139
2014-05-19,296518.258958,110
2014-05-20,286963.33997,157
2014-05-21,292544.047031,191
2014-05-22,259683.482642,1558
2014-05-23,289665.512725,1274
2014-05-24,450974.261707,218
2014-05-25,527910.11416,218
2014-05-26,272834.086112,188
2014-05-27,249534.327098,195
2014-05-28,271517.784057,186
2014-05-29,268931.4673325,1580
2014-05-30,302644.7558709,1224
2014-05-31,544496.467989,266
2014-06-01,713970.830236,123
2014-06-02,455800.4709758,195
2014-06-03,376228.187975,212
2014-06-04,354430.191993,232
2014-06-05,297600.513823,1615
2014-06-06,332574.125449,1263
2014-06-07,492170.299024,197
2014-06-08,572656.956957,214
2014-06-09,350939.764041,199
2014-06-10,277624.4229725,197
2014-06-11,326234.16418,252
2014-06-12,274902.06736,1966
2014-06-13,329937.374573,1311
2014-06-14,566572.988944,277
2014-06-15,380261.8409945,249
2014-06-16,373416.23987,334
2014-06-17,319498.036044,379
2014-06-18,316593.6641423,420
2014-06-19,278347.935096,2356
2014-06-20,307479.789547,1933
2014-06-21,471589.855166,308
2014-06-22,552409.1240535,359
2014-06-23,342307.6359765,237
2014-06-24,270179.7450455,264
2014-06-25,289012.978017,344
2014-06-26,266848.853924,2159
2014-06-27,318609.504429,2732
2014-06-28,457820.81398,424
2014-06-29,526250.8850125,301
2014-06-30,375118.6822005,348
2014-07-01,684868.313788,2318
2014-07-02,701409.1471275,4305
2014-07-03,538032.9637922,2378
2014-07-04,546579.31324,4022
2014-07-05,784527.7881677,606
2014-07-06,886684.596259,581
2014-07-07,584306.814909,489
2014-07-08,511267.4975265,2179
2014-07-09,524389.793963,4272
2014-07-10,456539.86298,2450
2014-07-11,491743.182793,4055
2014-07-12,714410.7523004999,563
2014-07-13,694377.779849,717
2014-07-14,545091.09214,611
2014-07-15,524854.5738329,2322
2014-07-16,577187.4939885,4440
2014-07-17,437090.7050971,2399
2014-07-18,502587.6600519,4268
2014-07-19,692951.927208,757
2014-07-20,740159.1180457,633
2014-07-21,557732.430008,586
2014-07-22,489723.624011,2281
2014-07-23,533624.635995,4444
2014-07-24,437842.6250115,2414
2014-07-25,533067.424128,4384
2014-07-26,641182.5020267,665
2014-07-27,705701.86662,601
2014-07-28,540344.68549,553
2014-07-29,477146.9120017,2197
2014-07-30,511301.048281,4622
2014-07-31,478964.558194,2314
2014-08-01,472385.7949305,4405
2014-08-02,589342.637869,505
2014-08-03,593809.205888,452
2014-08-04,418771.304022,400
2014-08-05,361972.122176,381
2014-08-06,352567.653941,502
2014-08-07,311500.000989,2302
2014-08-08,348137.5859829,4273
2014-08-09,458003.787084,573
2014-08-10,471589.1930035,611
2014-08-11,355968.092013,525
2014-08-12,301726.682991,485
2014-08-13,95155.467014,157
